EstablecimientoGlosa;RegionGlosa;TipoEstablecimientoGlosa;DependenciaAdministrativa;NivelAtencionEstabglosa;ComunaGlosa;FechaInicioFuncionamientoEstab;TieneServicioUrgencia;TipoUrgencia;Latitud;Longitud;TipoSistemaSaludGlosa;EstadoFuncionamiento;NivelComplejidadEstabGlosa;TipoAtencionEstabGlosa
SAPU Cirujano Videla;Región De Tarapacá;Servicio de Atención Primaria de Urgencia (SAPU);Municipal;Primario;Iquique;;SI;Urgencia Ambulatoria (SAPU);-20.208468;-70.150327;Público;Vigente en Operación Habitual;Baja Complejidad;Atención Abierta-ambulatoria
Centro de Salud Familiar Cirujano Videla;Región De Tarapacá;Centro de Salud Familiar (CESFAM);Municipal;Primario;Iquique;;NO;No Aplica;-20.20964;-70.14367;Público;Vigente en Operación Habitual;Baja Complejidad;Atención Abierta-ambulatoria
Policlínico de la Compañía Minera Cerro Colorado S.A.;Región De Tarapacá;Centro de Salud Privado;Privado;Secundario;Pozo Almonte;15-06-2011;NO;No Aplica;-20.072856;-69.275229;Privado;Vigente en Operación Habitual;Baja Complejidad;Atención Abierta-ambulatoria
Posta de Salud Rural Mamiña;Región De Tarapacá;Posta de Salud Rural (PSR);Municipal;Primario;Pozo Almonte;;NO;No Aplica;-20.07183;-69.21624;Público;Vigente en Operación Habitual;Baja Complejidad;Atención Abierta-ambulatoria
Centro de Salud Familiar Dr. Amador Neghme Rodríguez;Región De Tarapacá;Centro de Salud Familiar (CESFAM);Municipal;Primario;Huara;;NO;No Aplica;-19.99547;-69.76884;Público;Vigente en Operación Habitual;Baja Complejidad;Atención Abierta-ambulatoria
SAPU Huara;Región De Tarapacá;Servicio de Atención Primaria de Urgencia (SAPU);Municipal;Primario;Huara;08-04-2013;SI;Urgencia Ambulatoria (SAPU);-19.995399;-69.768747;Público;Vigente en Operación Habitual;Baja Complejidad;Atención Abierta-ambulatoria
SUR Tarapacá;Región De Tarapacá;Servicio de Urgencia Rural (SUR);Municipal;Primario;Huara;;SI;Urgencia Ambulatoria (SUR);-19.924305;-69.511533;Público;Vigente en Operación Habitual;Baja Complejidad;Atención Abierta-ambulatoria
Posta de Salud Rural Tarapacá;Región De Tarapacá;Posta de Salud Rural (PSR);Municipal;Primario;Huara;;NO;No Aplica;-19.92334;-69.51023;Público;Vigente en Operación Habitual;Baja Complejidad;Atención Abierta-ambulatoria
Posta de Salud Rural Pachica;Región De Tarapacá;Posta de Salud Rural (PSR);Municipal;Primario;Huara;16-02-2018;NO;No Aplica;-19.86584;-69.43253;Público;Vigente en Operación Habitual;Baja Complejidad;Atención Abierta-ambulatoria
Posta de Salud Rural Cancosa;Región De Tarapacá;Posta de Salud Rural (PSR);Municipal;Primario;Pica;;NO;No Aplica;-19.85503;-68.60098;Público;Vigente en Operación Habitual;Baja Complejidad;Atención Abierta-ambulatoria
Posta de Salud Rural Sibaya;Región De Tarapacá;Posta de Salud Rural (PSR);Municipal;Primario;Huara;;NO;No Aplica;-19.78278;-69.17311;Público;Vigente en Operación Habitual;Baja Complejidad;Atención Abierta-ambulatoria
Posta de Salud Rural Pisagua;Región De Tarapacá;Posta de Salud Rural (PSR);Municipal;Primario;Huara;;NO;No Aplica;-19.59649;-70.21126;Público;Vigente en Operación Habitual;Baja Complejidad;Atención Abierta-ambulatoria
Posta de Salud Rural Chiapa;Región De Tarapacá;Posta de Salud Rural (PSR);Municipal;Primario;Huara;;NO;No Aplica;-19.53669;-69.20615;Público;Vigente en Operación Habitual;Baja Complejidad;Atención Abierta-ambulatoria
Posta de Salud Rural Cariquima;Región De Tarapacá;Posta de Salud Rural (PSR);Municipal;Primario;Colchane;;NO;No Aplica;-19.4692;-68.64482;Público;Vigente en Operación Habitual;Baja Complejidad;Atención Abierta-ambulatoria
SUR Cariquima;Región De Tarapacá;Servicio de Urgencia Rural (SUR);Municipal;Primario;Colchane;;SI;Urgencia Ambulatoria (SUR);-19.469182;-68.644846;Público;Vigente en Operación Habitual;Baja Complejidad;Atención Abierta-ambulatoria
Posta de Salud Rural Moquella;Región De Tarapacá;Posta de Salud Rural (PSR);Municipal;Primario;Camiña;;NO;No Aplica;-19.35076;-69.5144;Público;Vigente en Operación Habitual;Baja Complejidad;Atención Abierta-ambulatoria
Centro de Salud Familiar Camiña;Región De Tarapacá;Centro de Salud Familiar (CESFAM);Municipal;Primario;Camiña;;NO;No Aplica;-19.31296;-69.42739;Público;Vigente en Operación Habitual;Baja Complejidad;Atención Abierta-ambulatoria
SUR Camiña;Región De Tarapacá;Servicio de Urgencia Rural (SUR);Municipal;Primario;Camiña;;SI;Urgencia Ambulatoria (SUR);-19.312365;-69.426272;Público;Vigente en Operación Habitual;Baja Complejidad;Atención Abierta-ambulatoria
SUR Colchane;Región De Tarapacá;Servicio de Urgencia Rural (SUR);Municipal;Primario;Colchane;;SI;Urgencia Ambulatoria (SUR);-19.276089;-68.636574;Público;Vigente en Operación Habitual;Baja Complejidad;Atención Abierta-ambulatoria
Centro de Salud Familiar Colchane;Región De Tarapacá;Centro de Salud Familiar (CESFAM);Municipal;Primario;Colchane;;NO;No Aplica;-19.27507;-68.64021;Público;Vigente en Operación Habitual;Baja Complejidad;Atención Abierta-ambulatoria
Posta de Salud Rural Enquelga;Región De Tarapacá;Posta de Salud Rural (PSR);Municipal;Primario;Colchane;;NO;No Aplica;-19.22906;-68.804202;Público;Vigente en Operación Habitual;Baja Complejidad;Atención Abierta-ambulatoria
Posta de Salud Rural Codpa;Región De Arica Parinacota;Posta de Salud Rural (PSR);Municipal;Primario;Camarones;;NO;No Aplica;-18.83323;-69.74486;Público;Vigente en Operación Habitual;Baja Complejidad;Atención Abierta-ambulatoria
Posta de Salud Rural Ticnamar;Región De Arica Parinacota;Posta de Salud Rural (PSR);Municipal;Primario;Putre;;NO;No Aplica;-18.58171;-69.4944;Público;Vigente en Operación Habitual;Baja Complejidad;Atención Abierta-ambulatoria
Posta de Salud Rural Sobraya;Región De Arica Parinacota;Posta de Salud Rural (PSR);Municipal;Primario;Arica;;NO;No Aplica;-18.57422;-70.05582;Público;Vigente en Operación Habitual;Baja Complejidad;Atención Abierta-ambulatoria
Complejo Penitenciario Femenino de Arica;Región De Arica Parinacota;Hospital;Gendamería;Pendiente;Arica;27-01-2021;NO;No Aplica;-18.548566;-70.248665;Fuerzas Armadas y de Orden;Vigente en Operación Habitual;Baja Complejidad;Atención Cerrada-hospitalaria
Complejo Penitenciario;Región De Arica Parinacota;Hospital;Gendamería;Pendiente;Arica;01-01-2009;NO;No Aplica;-18.544416;-70.250049;Fuerzas Armadas y de Orden;Vigente en Operación Habitual;Pendiente;Atención Cerrada-hospitalaria
Posta de Salud Rural San Miguel de Azapa;Región De Arica Parinacota;Posta de Salud Rural (PSR);Municipal;Primario;Arica;;NO;No Aplica;-18.51829;-70.17858;Público;Vigente en Operación Habitual;Baja Complejidad;Atención Abierta-ambulatoria
Centro de Salud Familiar Matrona Rosa Vascopé Zarzola;Región De Arica Parinacota;Centro de Salud Familiar (CESFAM);Municipal;Primario;Arica;01-08-2022;NO;No Aplica;-18.49939;-70.3088;Público;Vigente en Operación Habitual;Baja Complejidad;Atención Abierta-ambulatoria
Policlínico del Agricultor;Región De Arica Parinacota;Centro de Salud Privado;Privado;Secundario;Arica;01-01-2009;NO;No Aplica;-18.497483;-70.285827;Privado;Vigente en Operación Habitual;Baja Complejidad;Atención Abierta-ambulatoria
Centro Comunitario de Salud Familiar Cerro la Cruz;Región De Arica Parinacota;Centro Comunitario de Salud Familiar (CECOSF);Municipal;Primario;Arica;;NO;No Aplica;-18.49486;-70.31259;Público;Vigente en Operación Habitual;Baja Complejidad;Atención Abierta-ambulatoria
Servicio Médico Estudiantil U. de Tarapacá;Región De Arica Parinacota;Centro de Salud Privado;Privado;Secundario;Arica;01-01-2009;NO;No Aplica;-18.488017;-70.29478;Privado;Vigente en Operación Habitual;Baja Complejidad;Atención Abierta-ambulatoria
Laboratorio Clínico del Norte - Labonorte;Región De Arica Parinacota;Laboratorio Clínico;Privado;No Aplica;Arica;18-12-2012;NO;No Aplica;-18.486288;-70.304076;Privado;Vigente en Operación Habitual;No Aplica;No Aplica
Centro Médico Lifemed;Región De Arica Parinacota;Centro de Salud Privado;Privado;Secundario;Arica;06-10-2014;NO;No Aplica;-18.486254;-70.304056;Privado;Vigente en Operación Habitual;Baja Complejidad;Atención Abierta-ambulatoria
Instituto Teletón Arica;Región De Arica Parinacota;Centro de Rehabilitación;Privado;No Aplica;Arica;01-01-2009;NO;No Aplica;-18.485004;-70.290756;Privado;Vigente en Operación Habitual;Mediana Complejidad;Atención Abierta-ambulatoria
Policlínico Médico Dental de Carabineros;Región De Arica Parinacota;Centro de Salud Privado;Fuerzas Armadas y de Orden (FFAA);Secundario;Arica;01-01-2009;NO;No Aplica;-18.484918;-70.303977;Fuerzas Armadas y de Orden;Vigente en Operación Habitual;Baja Complejidad;Atención Abierta-ambulatoria
Unidad de Salud Funcionario S.S Arica;Región De Arica Parinacota;Unidad de Salud Funcionarios;Servicio de Salud;Secundario;Arica;29-01-2021;NO;No Aplica;-18.484664;-70.303464;Público;Vigente en Operación Habitual;Baja Complejidad;Atención Abierta-ambulatoria
PRAIS (S.S Arica);Región De Arica Parinacota;Programa de Reparación y Atención Integral de Salud (PRAIS);Servicio de Salud;No Aplica;Arica;;NO;No Aplica;-18.484664;-70.303464;Público;Vigente en Operación Habitual;Baja Complejidad;Atención Abierta-ambulatoria
Centro de Diálisis Apumanque Ltda.;Región De Arica Parinacota;Centro de Diálisis;Privado;No Aplica;Arica;;NO;No Aplica;-18.484358;-70.307222;Privado;Vigente en Operación Habitual;Mediana Complejidad;Atención Abierta-ambulatoria
Centro Médico y Diálisis Pacífico;Región De Arica Parinacota;Centro de Diálisis;Privado;No Aplica;Arica;;NO;No Aplica;-18.484358;-70.305399;Privado;Vigente en Operación Habitual;Mediana Complejidad;Atención Abierta-ambulatoria
Laboratorio Clínico Biolascer;Región De Arica Parinacota;Laboratorio Clínico;Privado;No Aplica;Arica;01-01-2009;NO;No Aplica;-18.484229;-70.308033;Privado;Vigente en Operación Habitual;No Aplica;No Aplica
Laboratorio Clínico Bionet S.A. - Arica;Región De Arica Parinacota;Laboratorio Clínico;Privado;No Aplica;Arica;01-01-2009;NO;No Aplica;-18.483999;-70.307383;Privado;Vigente en Operación Habitual;No Aplica;No Aplica
Centro de Salud Familiar E.U. Iris Veliz Hume (Ex Oriente);Región De Arica Parinacota;Centro de Salud Familiar (CESFAM);Municipal;Primario;Arica;;NO;No Aplica;-18.48392;-70.28242;Público;Vigente en Operación Habitual;Baja Complejidad;Atención Abierta-ambulatoria
Policlínico Instituto de Seguridad del Trabajo de Arica;Región De Arica Parinacota;Centro de Salud Privado;Privado;Secundario;Arica;12-09-1993;NO;No Aplica;-18.483867;-70.309832;Privado;Vigente en Operación Habitual;Baja Complejidad;Atención Abierta-ambulatoria
Clínica Dr. Héctor Sánchez;Región De Arica Parinacota;Centro Diagnóstico y Tratamiento Privado;Privado;Secundario;Arica;13-09-2007;NO;No Aplica;-18.483846;-70.309716;Privado;Vigente en Operación Habitual;Mediana Complejidad;Atención Abierta-ambulatoria
SAR E.U. Iris Véliz Hume;Región De Arica Parinacota;Servicio de Atención Primaria de Urgencia de Alta Resolutividad (SAR);Municipal;Primario;Arica;18-12-2018;SI;Urgencia Ambulatoria (SAR);-18.483845;-70.282275;Público;Vigente en Operación Habitual;Baja Complejidad;Atención Abierta-ambulatoria
Centro Odontológico Uno Salud Dental Valparaíso;Región De Valparaíso;Clínica Dental;Privado;No Aplica;Valparaíso;03-04-2014;NO;No Aplica;-33.043051;-71.622534;Privado;Vigente en Operación Habitual;No Aplica;Atención Abierta-ambulatoria
Centro de Salud Ambiental de Arica;Región De Arica Parinacota;Otro;Servicio de Salud;Primario;Arica;;NO;No Aplica;-18.483419;-70.316845;Público;Vigente en Operación Habitual;Pendiente;Atención Abierta-ambulatoria
Clínica San José;Región De Arica Parinacota;Clínica;Privado;Terciario;Arica;01-01-2009;SI;Urgencia Hospitalaria (UEH);-18.483417;-70.306769;Privado;Vigente en Operación Habitual;Alta Complejidad;Atención Cerrada-hospitalaria
Policlínico del Trabajador Achs Arica;Región De Arica Parinacota;Centro de Salud Privado;Privado;Secundario;Arica;01-01-2009;NO;No Aplica;-18.483258;-70.306468;Privado;Vigente en Operación Habitual;Baja Complejidad;Atención Abierta-ambulatoria
Centro Odontológico Uno Salud Dental Villa Alemana;Región De Valparaíso;Clínica Dental;Privado;No Aplica;Villa Alemana;15-10-2019;NO;No Aplica;-33.044539;-71.377079;Privado;Vigente en Operación Habitual;Mediana Complejidad;Atención Abierta-ambulatoria
Laboratorio Clínico Central;Región De Arica Parinacota;Laboratorio Clínico;Privado;No Aplica;Arica;01-01-2009;NO;No Aplica;-18.482723;-70.311666;Privado;Vigente en Operación Habitual;No Aplica;No Aplica
Centro Médico CEMICH;Región De Arica Parinacota;Centro de Salud Privado;Privado;Secundario;Arica;05-06-2019;NO;No Aplica;-18.482569;-70.308406;Privado;Vigente en Operación Habitual;Mediana Complejidad;Atención Abierta-ambulatoria
Hospital Regional Dr. Juan Noé Crevani (Arica);Región De Arica Parinacota;Hospital;Servicio de Salud;Terciario;Arica;;SI;Urgencia Hospitalaria (UEH);-18.482478;-70.312948;Público;Vigente en Operación Habitual;Alta Complejidad;Atención Cerrada-hospitalaria
Hospital de Día Adulto Arica;Región De Arica Parinacota;Hospital de Dia Adulto;Servicio de Salud;Secundario;Arica;08-05-2012;NO;No Aplica;-18.482428;-70.313964;Público;Vigente en Operación Habitual;Mediana Complejidad;Atención Abierta-ambulatoria
Laboratorio Clínico y Hematológico Diagnotest;Región De Arica Parinacota;Laboratorio Clínico;Privado;No Aplica;Arica;01-01-2009;NO;No Aplica;-18.482095;-70.314227;Privado;Vigente en Operación Habitual;No Aplica;No Aplica
Centro Médico Monte Sinaí;Región De Arica Parinacota;Centro de Salud Privado;Privado;Secundario;Arica;01-01-2009;NO;No Aplica;-18.482083;-70.306514;Privado;Vigente en Operación Habitual;Pendiente;Atención Abierta-ambulatoria
Laboratorio Clínico Dialab;Región De Arica Parinacota;Laboratorio Clínico;Privado;No Aplica;Arica;01-01-2009;NO;No Aplica;-18.481895;-70.313408;Privado;Vigente en Operación Habitual;No Aplica;No Aplica
COSAM Sur de Arica;Región De Arica Parinacota;Centro Comunitario de Salud Mental (COSAM);Servicio de Salud;Secundario;Arica;;NO;No Aplica;-18.481647;-70.312143;Público;Vigente en Operación Habitual;Mediana Complejidad;Atención Abierta-ambulatoria
Clínica San Agustín;Región De Arica Parinacota;Clínica;Privado;No Aplica;Arica;01-01-2009;NO;No Aplica;-18.481642;-70.315702;Privado;Vigente en Operación Habitual;Pendiente;Atención Cerrada-hospitalaria
Centro Integral de Salud;Región De Arica Parinacota;Centro de Salud Privado;Privado;Secundario;Arica;01-01-2009;NO;No Aplica;-18.481517;-70.311834;Privado;Vigente en Operación Habitual;Pendiente;Atención Abierta-ambulatoria
Clínica Hebe;Región De Arica Parinacota;Clínica;Privado;No Aplica;Arica;01-01-2009;NO;No Aplica;-18.48057;-70.31925;Privado;Cerrado;Mediana Complejidad;Atención Cerrada-hospitalaria
Policlínico Institucional de Gendarmería de Chile;Región De Arica Parinacota;Centro de Salud Privado;Gendamería;Secundario;Arica;01-01-2009;NO;No Aplica;-18.480378;-70.321294;Fuerzas Armadas y de Orden;Vigente en Operación Habitual;Baja Complejidad;Atención Abierta-ambulatoria
Centro de Salud Familiar Remigio Sapunar Marín;Región De Arica Parinacota;Centro de Salud Familiar (CESFAM);Municipal;Primario;Arica;;NO;No Aplica;-18.48023;-70.30818;Público;Vigente en Operación Habitual;Baja Complejidad;Atención Abierta-ambulatoria
ONG Corporación de Dializados y Transplantados Maymuru de Arica;Región De Arica Parinacota;Centro de Diálisis;Privado;No Aplica;Arica;;NO;No Aplica;-18.479176;-70.299813;Privado;Vigente en Operación Habitual;Mediana Complejidad;Atención Abierta-ambulatoria
Laboratorio Clínico San Martín;Región De Arica Parinacota;Laboratorio Clínico;Privado;No Aplica;Arica;01-01-2009;NO;No Aplica;-18.478707;-70.319442;Privado;Vigente en Operación Habitual;No Aplica;No Aplica
Centro Odontológico Uno Salud Dental Viña del Mar;Región De Valparaíso;Clínica Dental;Privado;No Aplica;Viña del Mar;16-10-2012;NO;No Aplica;-33.010534;-71.547783;Privado;Vigente en Operación Habitual;Mediana Complejidad;Atención Abierta-ambulatoria
Clínica Dental Móvil Simple. Pat. PW4076 (Arica);Región De Arica Parinacota;Unidad de Procedimientos Móvil;Servicio de Salud;Primario;Arica;;NO;No Aplica;-18.477644;-70.320689;Público;Vigente en Operación Habitual;Baja Complejidad;Atención Abierta-ambulatoria
Actividades Gestionadas Por la Dirección del Servicio Para Apoyo de la Red (S.S de Arica);Región De Arica Parinacota;Dirección Servicio de Salud;Servicio de Salud;No Aplica;Arica;;NO;No Aplica;-18.477644;-70.320689;Público;Vigente en Operación Habitual;Baja Complejidad;Atención Abierta-ambulatoria
Centro de Salud Familiar Víctor Bertín Soto;Región De Arica Parinacota;Centro de Salud Familiar (CESFAM);Municipal;Primario;Arica;;NO;No Aplica;-18.47684;-70.29603;Público;Vigente en Operación Habitual;Baja Complejidad;Atención Abierta-ambulatoria
Centro Clínico Militar Arica;Región De Arica Parinacota;Centro de Salud Privado;Fuerzas Armadas y de Orden (FFAA);Secundario;Arica;01-01-2009;NO;No Aplica;-18.472919;-70.312264;Fuerzas Armadas y de Orden;Vigente en Operación Habitual;Mediana Complejidad;Atención Abierta-ambulatoria
Clínica Fleming Arica;Región De Arica Parinacota;Clínica;Privado;No Aplica;Arica;08-08-2018;NO;No Aplica;-18.469418;-70.301056;Privado;Vigente en Operación Habitual;Mediana Complejidad;Atención Abierta-ambulatoria
Centro de Salud Mutual Cchc Arica;Región De Arica Parinacota;Centro de Salud Privado;Privado;Secundario;Arica;01-01-2009;NO;No Aplica;-18.469364;-70.300944;Privado;Vigente en Operación Habitual;Pendiente;Atención Abierta-ambulatoria
Centro Odontológico Uno Salud Dental Viña del Mar 3;Región De Valparaíso;Clínica Dental;Privado;Secundario;Viña del Mar;22-12-2021;NO;No Aplica;-33.011337;-71.549459;Privado;Vigente en Operación Habitual;No Aplica;Atención Abierta-ambulatoria
Posta de Salud Rural Belén (Putre);Región De Arica Parinacota;Posta de Salud Rural (PSR);Municipal;Primario;Putre;;NO;No Aplica;-18.4681;-69.51474;Público;Vigente en Operación Habitual;Baja Complejidad;Atención Abierta-ambulatoria
Clínica Mamográfica Móvil Pat. LJTB24;Región De Arica Parinacota;Unidad de Procedimientos Móvil;Servicio de Salud;No Aplica;Arica;;NO;No Aplica;-18.465493;-70.298874;Público;Vigente en Operación Habitual;Pendiente;Atención Abierta-ambulatoria
Clínica Pap Móvil;Región De Arica Parinacota;Unidad de Procedimientos Móvil;Servicio de Salud;No Aplica;Arica;03-03-2021;NO;No Aplica;-18.46524;-70.295279;Público;Vigente en Operación Habitual;Baja Complejidad;Atención Abierta-ambulatoria
Centro Comunitario de Salud Familiar Dr. René García Valenzuela;Región De Arica Parinacota;Centro Comunitario de Salud Familiar (CECOSF);Municipal;Primario;Arica;;NO;No Aplica;-18.45908;-70.28075;Público;Vigente en Operación Habitual;Baja Complejidad;Atención Abierta-ambulatoria
